state,district,city_name,latitude,longitude,population,source
"Uttar Pradesh","","Shamsabad, Farrukhabad","","","","Existing IRTMS India city catalog"
"Bihar","","Mirganj","","","","Existing IRTMS India city catalog"
"Rajasthan","","Todaraisingh","","","","Existing IRTMS India city catalog"
"Uttar Pradesh","","Warhapur","","","","Existing IRTMS India city catalog"
"Andhra Pradesh","","Rajam","","","","Existing IRTMS India city catalog"
"Punjab","","Urmar Tanda","","","","Existing IRTMS India city catalog"
"Maharashtra","","Lonar","","","","Existing IRTMS India city catalog"
"Uttar Pradesh","","Powayan","","","","Existing IRTMS India city catalog"
"Tamil Nadu","","P.N.Patti","","","","Existing IRTMS India city catalog"
"Himachal Pradesh","","Palampur","","","","Existing IRTMS India city catalog"
"Andhra Pradesh","","Srisailam Project (Right Flank Colony) Township","","","","Existing IRTMS India city catalog"
"Karnataka","","Sindagi","","","","Existing IRTMS India city catalog"
"Uttar Pradesh","","Sandi","","","","Existing IRTMS India city catalog"
"Kerala","","Vaikom","","","","Existing IRTMS India city catalog"
"West Bengal","Malda","Malda","25.0108408","88.1410967","324237","Vynex Indian Cities Geodata"
"Tamil Nadu","","Tharangambadi","","","","Existing IRTMS India city catalog"
"Karnataka","","Sakaleshapura","","","","Existing IRTMS India city catalog"
"Bihar","","Lalganj","","","","Existing IRTMS India city catalog"
"Odisha","","Malkangiri","","","","Existing IRTMS India city catalog"
"Gujarat","","Rapar","","","","Existing IRTMS India city catalog"
"Madhya Pradesh","","Mauganj","","","","Existing IRTMS India city catalog"
"Rajasthan","","Todabhim","","","","Existing IRTMS India city catalog"
"Karnataka","","Srinivaspur","","","","Existing IRTMS India city catalog"
"Bihar","","Murliganj","","","","Existing IRTMS India city catalog"
"Rajasthan","","Reengus","","","","Existing IRTMS India city catalog"
"Maharashtra","","Sawantwadi","","","","Existing IRTMS India city catalog"
"Tamil Nadu","","Tittakudi","","","","Existing IRTMS India city catalog"
"Manipur","","Lilong","","","","Existing IRTMS India city catalog"
"Rajasthan","","Rajaldesar","","","","Existing IRTMS India city catalog"
"Maharashtra","","Pathardi","","","","Existing IRTMS India city catalog"
"Uttar Pradesh","","Achhnera","","","","Existing IRTMS India city catalog"
"Tamil Nadu","","Pacode","","","","Existing IRTMS India city catalog"
"Uttar Pradesh","","Naraura","","","","Existing IRTMS India city catalog"
"Uttar Pradesh","","Nakur","","","","Existing IRTMS India city catalog"
"Kerala","","Palai","","","","Existing IRTMS India city catalog"
"Punjab","","Morinda, India","","","","Existing IRTMS India city catalog"
"Madhya Pradesh","","Manasa","","","","Existing IRTMS India city catalog"
"Madhya Pradesh","","Nainpur","","","","Existing IRTMS India city catalog"
"Uttar Pradesh","","Sahaspur","","","","Existing IRTMS India city catalog"
"Maharashtra","","Pauni","","","","Existing IRTMS India city catalog"
"Madhya Pradesh","","Prithvipur","","","","Existing IRTMS India city catalog"
"Maharashtra","","Ramtek","","","","Existing IRTMS India city catalog"
"Assam","","Silapathar","","","","Existing IRTMS India city catalog"
"Gujarat","","Songadh","","","","Existing IRTMS India city catalog"
"Uttar Pradesh","","Safipur","","","","Existing IRTMS India city catalog"
"Madhya Pradesh","","Sohagpur","","","","Existing IRTMS India city catalog"
"Maharashtra","","Mul","","","","Existing IRTMS India city catalog"
"Rajasthan","","Sadulshahar","","","","Existing IRTMS India city catalog"
"Punjab","","Phillaur","","","","Existing IRTMS India city catalog"
"Rajasthan","","Sambhar","","","","Existing IRTMS India city catalog"
"Rajasthan","","Prantij","","","","Existing IRTMS India city catalog"
"Uttarakhand","","Nagla","","","","Existing IRTMS India city catalog"
"Punjab","","Pattran","","","","Existing IRTMS India city catalog"
"Rajasthan","","Mount Abu","","","","Existing IRTMS India city catalog"
"Uttar Pradesh","","Reoti","","","","Existing IRTMS India city catalog"
"Jharkhand","","Tenu dam-cum-Kathhara","","","","Existing IRTMS India city catalog"
"West Bengal","","Panchla","","","","Existing IRTMS India city catalog"
"Uttarakhand","","Sitarganj","","","","Existing IRTMS India city catalog"
"Arunachal Pradesh","","Pasighat","","","","Existing IRTMS India city catalog"
"Bihar","","Motipur","","","","Existing IRTMS India city catalog"
"Tamil Nadu","","O' Valley","","","","Existing IRTMS India city catalog"
"West Bengal","","Raghunathpur","","","","Existing IRTMS India city catalog"
"Tamil Nadu","","Suriyampalayam","","","","Existing IRTMS India city catalog"
"Punjab","","Qadian","","","","Existing IRTMS India city catalog"
"Odisha","","Rairangpur","","","","Existing IRTMS India city catalog"
"Dadra and Nagar Haveli","","Silvassa","","","","Existing IRTMS India city catalog"
"Madhya Pradesh","","Nowrozabad (Khodargama)","","","","Existing IRTMS India city catalog"
"Rajasthan","","Mangrol","","","","Existing IRTMS India city catalog"
"Maharashtra","","Soyagaon","","","","Existing IRTMS India city catalog"
"Punjab","","Sujanpur","","","","Existing IRTMS India city catalog"
"Bihar","","Manihari","","","","Existing IRTMS India city catalog"
"Uttar Pradesh","","Sikanderpur","","","","Existing IRTMS India city catalog"
"Maharashtra","","Mangalvedhe","","","","Existing IRTMS India city catalog"
"Rajasthan","","Phulera","","","","Existing IRTMS India city catalog"
"Karnataka","","Ron","","","","Existing IRTMS India city catalog"
"Tamil Nadu","","Sholavandan","","","","Existing IRTMS India city catalog"
"Uttar Pradesh","","Saidpur","","","","Existing IRTMS India city catalog"
"Madhya Pradesh","","Shamgarh","","","","Existing IRTMS India city catalog"
"Tamil Nadu","","Thammampatti","","","","Existing IRTMS India city catalog"
"Madhya Pradesh","","Maharajpur","","","","Existing IRTMS India city catalog"
"Madhya Pradesh","","Multai","","","","Existing IRTMS India city catalog"
"Punjab","","Mukerian","","","","Existing IRTMS India city catalog"
"Uttar Pradesh","","Sirsi","","","","Existing IRTMS India city catalog"
"Uttar Pradesh","","Purwa","","","","Existing IRTMS India city catalog"
"Bihar","","Sheohar","","","","Existing IRTMS India city catalog"
"Tamil Nadu","","Namagiripettai","","","","Existing IRTMS India city catalog"
"Uttar Pradesh","","Parasi","","","","Existing IRTMS India city catalog"
"Gujarat","","Lathi","","","","Existing IRTMS India city catalog"
"Uttar Pradesh","","Lalganj","","","","Existing IRTMS India city catalog"
"Maharashtra","","Narkhed","","","","Existing IRTMS India city catalog"
"West Bengal","","Mathabhanga","","","","Existing IRTMS India city catalog"
"Maharashtra","","Shendurjana","","","","Existing IRTMS India city catalog"
"Tamil Nadu","","Peravurani","","","","Existing IRTMS India city catalog"
"Assam","","Mariani","","","","Existing IRTMS India city catalog"
"Uttar Pradesh","","Phulpur","","","","Existing IRTMS India city catalog"
"Haryana","","Rania","","","","Existing IRTMS India city catalog"
"Madhya Pradesh","","Pali","","","","Existing IRTMS India city catalog"
"Madhya Pradesh","","Pachore","","","","Existing IRTMS India city catalog"
"Tamil Nadu","","Parangipettai","","","","Existing IRTMS India city catalog"
"Tamil Nadu","","Pudupattinam","","","","Existing IRTMS India city catalog"
"Kerala","","Panniyannur","","","","Existing IRTMS India city catalog"
"Bihar","","Maharajganj","","","","Existing IRTMS India city catalog"
"Madhya Pradesh","","Rau","","","","Existing IRTMS India city catalog"
"West Bengal","","Monoharpur","","","","Existing IRTMS India city catalog"
"Rajasthan","","Mandawa","","","","Existing IRTMS India city catalog"
"Assam","","Marigaon","","","","Existing IRTMS India city catalog"
"Tamil Nadu","","Pallikonda","","","","Existing IRTMS India city catalog"
"Rajasthan","","Pindwara","","","","Existing IRTMS India city catalog"
"Uttar Pradesh","","Shishgarh","","","","Existing IRTMS India city catalog"
"Maharashtra","","Patur","","","","Existing IRTMS India city catalog"
"Manipur","","Mayang Imphal","","","","Existing IRTMS India city catalog"
"Madhya Pradesh","","Mhowgaon","","","","Existing IRTMS India city catalog"
"Kerala","","Guruvayoor","","","","Existing IRTMS India city catalog"
"Maharashtra","","Mhaswad","","","","Existing IRTMS India city catalog"
"Uttar Pradesh","","Sahawar","","","","Existing IRTMS India city catalog"
"Tamil Nadu","","Sivagiri","","","","Existing IRTMS India city catalog"
"Karnataka","","Mundargi","","","","Existing IRTMS India city catalog"
"Tamil Nadu","","Punjaipugalur","","","","Existing IRTMS India city catalog"
"Tripura","","Kailasahar","","","","Existing IRTMS India city catalog"
"Uttar Pradesh","","Samthar","","","","Existing IRTMS India city catalog"
"Chhattisgarh","","Sakti","","","","Existing IRTMS India city catalog"
"Karnataka","","Sadalagi","","","","Existing IRTMS India city catalog"
"Bihar","","Silao","","","","Existing IRTMS India city catalog"
"Rajasthan","","Mandalgarh","","","","Existing IRTMS India city catalog"
"Maharashtra","","Loha","","","","Existing IRTMS India city catalog"
"Uttar Pradesh","","Pukhrayan","","","","Existing IRTMS India city catalog"
"Tamil Nadu","","Padmanabhapuram","","","","Existing IRTMS India city catalog"
"Tripura","","Belonia","","","","Existing IRTMS India city catalog"
"Mizoram","","Saiha","","","","Existing IRTMS India city catalog"
"West Bengal","","Srirampore","","","","Existing IRTMS India city catalog"
"Punjab","","Talwara","","","","Existing IRTMS India city catalog"
"Kerala","","Puthuppally","","","","Existing IRTMS India city catalog"
"Tripura","","Khowai","","","","Existing IRTMS India city catalog"
"Madhya Pradesh","","Vijaypur","","","","Existing IRTMS India city catalog"
"Rajasthan","","Takhatgarh","","","","Existing IRTMS India city catalog"
"Tamil Nadu","","Thirupuvanam","","","","Existing IRTMS India city catalog"
"West Bengal","","Adra","","","","Existing IRTMS India city catalog"
"Karnataka","","Piriyapatna","","","","Existing IRTMS India city catalog"
"Uttar Pradesh","","Obra","","","","Existing IRTMS India city catalog"
"Gujarat","","Adalaj","","","","Existing IRTMS India city catalog"
"Maharashtra","","Nandgaon","","","","Existing IRTMS India city catalog"
"Bihar","","Barh","","","","Existing IRTMS India city catalog"
"Gujarat","","Chhapra","","","","Existing IRTMS India city catalog"
"Kerala","","Panamattom","","","","Existing IRTMS India city catalog"
"Uttar Pradesh","","Niwai","","","","Existing IRTMS India city catalog"
"Uttarakhand","","Bageshwar","","","","Existing IRTMS India city catalog"
"Odisha","","Tarbha","","","","Existing IRTMS India city catalog"
"Karnataka","","Adyar","","","","Existing IRTMS India city catalog"
"Maharashtra","","Warud","","","","Existing IRTMS India city catalog"
"Bihar","","Asarganj","","","","Existing IRTMS India city catalog"
"Haryana","","Sarsod","","","","Existing IRTMS India city catalog"
"Gujarat","Gandhinagar","Gandhinagar","23.2156354","72.6369415","206167","Vynex Indian Cities Geodata"
"Himachal Pradesh","","Kullu","","","","Existing IRTMS India city catalog"
"Himachal Pradesh","","Manali","","","","Existing IRTMS India city catalog"
"Uttar Pradesh","Mirzapur","Mirzapur","25.1336987","82.5644344","245817","Vynex Indian Cities Geodata"
"Rajasthan","Kota","Kota","25.2138156","75.8647527","1001365","Vynex Indian Cities Geodata"
"Assam","","Dispur","","","","Existing IRTMS India city catalog"
"Andhra Pradesh","Guntur","Amaravati","16.574517","80.359012","103000","Vynex Indian Cities Geodata"
"Andhra Pradesh","East","Rajamahendravaram","17.0005383","81.8040345","419818","Vynex Indian Cities Geodata"
"Andhra Pradesh","Anantapur","Tadipatri","14.9070274","78.0092703","108171","Vynex Indian Cities Geodata"
"Arunachal Pradesh","Papum Pare","Itanagar","27.081581","93.6027","34970","Vynex Indian Cities Geodata"
"Assam","Bongaigaon","Bongaigaon","26.5009992","90.5352356","174973","Vynex Indian Cities Geodata"
"Bihar","Nalanda","Bihar Sharif","25.1982147","85.5148735","296889","Vynex Indian Cities Geodata"
"Bihar","Rohtas","Dehri","24.9277351","84.1909841","137068","Vynex Indian Cities Geodata"
"Chhattisgarh","Raipur","Naya Raipur","21.1649932","81.7753055","560000","Vynex Indian Cities Geodata"
"Chhattisgarh","kanker","Pakhanjore","20.0399913","80.6271415","142240","Vynex Indian Cities Geodata"
"Dadra and Nagar Haveli and Daman and Diu","Daman","Daman","20.3973736","72.8327991","191173","Vynex Indian Cities Geodata"
"Dadra and Nagar Haveli and Daman and Diu","Dadra and Nagar Haveli","Silvassa","20.2762659","73.0083061","98265","Vynex Indian Cities Geodata"
"Goa","South Goa","Mormugao","15.3874352","73.8154394","97085","Vynex Indian Cities Geodata"
"Goa","South Goa","Vasco","15.3860329","73.8440398","100485","Vynex Indian Cities Geodata"
"Gujarat","Botad","Botad","22.1704232","71.6684269","130327","Vynex Indian Cities Geodata"
"Gujarat","Dahod","Dahod","22.8379314","74.2531465","118846","Vynex Indian Cities Geodata"
"Gujarat","Kutch","Gandhidham","23.075297","70.133673","247992","Vynex Indian Cities Geodata"
"Gujarat","Rajkot","Gondal","21.9619463","70.792297","112197","Vynex Indian Cities Geodata"
"Gujarat","Rajkot","Jetpur","21.761778","70.621101","118302","Vynex Indian Cities Geodata"
"Gujarat","Junagadh","Junagadh","21.522184","70.4578768","319462","Vynex Indian Cities Geodata"
"Gujarat","Gandhinagar","Kalol","23.2463895","72.5086513","113153","Vynex Indian Cities Geodata"
"Gujarat","Mehsana","Mehsana","23.5879607","72.3693252","84133","Vynex Indian Cities Geodata"
"Gujarat","Morbi","Morbi","22.8119895","70.8236195","194947","Vynex Indian Cities Geodata"
"Gujarat","Surendranagar","Surendranagar","22.7201319","71.649536","177851","Vynex Indian Cities Geodata"
"Haryana","Ambala","Ambala","30.3781788","76.7766974","407934","Vynex Indian Cities Geodata"
"Jharkhand","Hazaribag","Hazaribagh","23.9966213","85.3691068","153599","Vynex Indian Cities Geodata"
"Jharkhand","Koderma","Jhumri Telaiya","24.4289365","85.5354724","87867","Vynex Indian Cities Geodata"
"Jharkhand","Palamu","Medininagar","24.0420432","84.0907246","119972","Vynex Indian Cities Geodata"
"Karnataka","Bagalkot","Bagalkot","16.1725355","75.6557206","12068","Vynex Indian Cities Geodata"
"Karnataka","Belagavi","Belgaum","15.8496953","74.4976741","490045","Vynex Indian Cities Geodata"
"Karnataka","Ballari","Bellary","15.1393932","76.9214428","409444","Vynex Indian Cities Geodata"
"Karnataka","Shimoga","Bhadravati","13.8329901","75.7080727","151102","Vynex Indian Cities Geodata"
"Karnataka","Bidar","Bidar","17.9148799","77.5046101","216020","Vynex Indian Cities Geodata"
"Karnataka","Vijayapur","Bijapur","16.8301708","75.710031","327427","Vynex Indian Cities Geodata"
"Karnataka","Chikkamagallooru","Chikkamagallooru","13.315258","75.7754018","118496","Vynex Indian Cities Geodata"
"Karnataka","Chikkamagaluru","Chikmagalur","13.315258","75.7754018","118496","Vynex Indian Cities Geodata"
"Karnataka","Chitradurga","Chitradurga","14.2305594","76.3984537","145853","Vynex Indian Cities Geodata"
"Karnataka","Davangere","Davangere","14.4663438","75.9238397","435128","Vynex Indian Cities Geodata"
"Karnataka","Gadag","Gadag","15.4324651","75.6380337","172612","Vynex Indian Cities Geodata"
"Karnataka","Koppal","Gangawati","15.431874","76.5314817","114642","Vynex Indian Cities Geodata"
"Karnataka","Kalburgi","Gulbarga","17.329731","76.8342957","532031","Vynex Indian Cities Geodata"
"Karnataka","Davanagere","Harihar","14.5304566","75.8010962","145000","Vynex Indian Cities Geodata"
"Karnataka","Hassan","Hassan","13.0068142","76.0995519","173008","Vynex Indian Cities Geodata"
"Karnataka","Bellary","Hospet","15.2688542","76.3909241","206159","Vynex Indian Cities Geodata"
"Karnataka","Dharwad","Hubli","15.3647083","75.1239547","943857","Vynex Indian Cities Geodata"
"Karnataka","South Canara","Mangalore","12.9141417","74.8559568","499487","Vynex Indian Cities Geodata"
"Karnataka","Raichur","Raichur","16.2120031","77.3439283","232456","Vynex Indian Cities Geodata"
"Karnataka","Ramnagar","Ramanagara","12.7094487","77.2807423","95167","Vynex Indian Cities Geodata"
"Karnataka","Shivamogga","Shimoga","13.9299299","75.568101","322428","Vynex Indian Cities Geodata"
"Kerala","Kozhikode","Calicut","11.2587531","75.78041","432097","Vynex Indian Cities Geodata"
"Kerala","Ernakulam","Kothamangalam","10.0601903","76.6350827","114639","Vynex Indian Cities Geodata"
"Kerala","Malappuram","Manjeri","11.1202984","76.1199677","97102","Vynex Indian Cities Geodata"
"Kerala","Kannur","Thalassery","11.7532878","75.4928777","92558","Vynex Indian Cities Geodata"
"Lakshadweep","Lakshadweep","Kavaratti","10.5593204","72.6358134","11210","Vynex Indian Cities Geodata"
"Madhya Pradesh","Betul","Betul","21.9108031","77.9011842","103341","Vynex Indian Cities Geodata"
"Madhya Pradesh","Bhind","Bhind","26.5587354","78.7872876","197332","Vynex Indian Cities Geodata"
"Madhya Pradesh","Burhanpur","Burhanpur","21.3193875","76.2224273","210891","Vynex Indian Cities Geodata"
"Madhya Pradesh","Chhatarpur","Chhatarpur","24.9163562","79.5811827","147688","Vynex Indian Cities Geodata"
"Madhya Pradesh","Chhindwara","Chhindwara","22.057437","78.9381729","190008","Vynex Indian Cities Geodata"
"Madhya Pradesh","Damoh","Damoh","23.8380986","79.4421731","147515","Vynex Indian Cities Geodata"
"Madhya Pradesh","Datia","Datia","25.6653262","78.4609393","100466","Vynex Indian Cities Geodata"
"Madhya Pradesh","Dewas","Dewas","22.9622672","76.0507949","289438","Vynex Indian Cities Geodata"
"Madhya Pradesh","Shahdol","Dhanpuri","23.2307927","81.4690932","94799","Vynex Indian Cities Geodata"
"Madhya Pradesh","Dhar","Dhar","22.6012922","75.3024655","93917","Vynex Indian Cities Geodata"
"Madhya Pradesh","Guna","Guna","24.6348197","77.2979782","180978","Vynex Indian Cities Geodata"
"Madhya Pradesh","Hoshangabad","Hoshangabad","22.744108","77.736967","117956","Vynex Indian Cities Geodata"
"Madhya Pradesh","Katni","Katni","23.8308453","80.4072255","221875","Vynex Indian Cities Geodata"
"Madhya Pradesh","Khandwa","Khandwa","21.8257334","76.352571","200681","Vynex Indian Cities Geodata"
"Madhya Pradesh","Khargone","Khargone","21.8335244","75.6149893","133361","Vynex Indian Cities Geodata"
"Maharashtra","Solapur","Barshi","18.2333856","75.6941478","104786","Vynex Indian Cities Geodata"
"Maharashtra","Beed","Beed","18.9890893","75.7600785","146709","Vynex Indian Cities Geodata"
"Maharashtra","Bhandara","Bhandara","21.1750113","79.6558242","91845","Vynex Indian Cities Geodata"
"Maharashtra","Jalgaon","Bhusawal","21.0455204","75.8010962","204016","Vynex Indian Cities Geodata"
"Maharashtra","Jalgaon","Chalisgaon","20.4640778","74.9968543","97551","Vynex Indian Cities Geodata"
"Maharashtra","Chandrapur","Chandrapur","19.9704597","79.3014845","325000","Vynex Indian Cities Geodata"
"Maharashtra","Gondia","Gondia","21.4624491","80.2209773","132821","Vynex Indian Cities Geodata"
"Maharashtra","Wardha","Hinganghat","20.5505728","78.8411405","106984","Vynex Indian Cities Geodata"
"Maharashtra","Jalgaon","Jalgaon","21.0076578","75.5626039","460000","Vynex Indian Cities Geodata"
"Maharashtra","Jalna","Jalna","19.842614","75.894805","285577","Vynex Indian Cities Geodata"
"Maharashtra","Nagpur","Kamptee","21.2275312","79.1900834","136124","Vynex Indian Cities Geodata"
"Maharashtra","Buldhana","Khamgaon","20.707117","76.571995","94191","Vynex Indian Cities Geodata"
"Maharashtra","Kolhapur","Kolhapur","16.7049873","74.2432527","549618","Vynex Indian Cities Geodata"
"Maharashtra","Nanded","Nanded","19.1382514","77.3209555","550564","Vynex Indian Cities Geodata"
"Maharashtra","Pune","Pimpri-Chinchwad","18.62354","73.807873","1772891","Vynex Indian Cities Geodata"
"Maharashtra","Sangli","Sangli-Miraj-Kupwad","16.8541887","74.6049061","513862","Vynex Indian Cities Geodata"
"Odisha","Balasore","Balasore","21.504467","86.922227","177557","Vynex Indian Cities Geodata"
"Odisha","Mayurbhanj","Baripada","21.9322338","86.7516942","116874","Vynex Indian Cities Geodata"
"Odisha","Ganjam","Berhampur","19.314914","84.794244","355823","Vynex Indian Cities Geodata"
"Odisha","Koraput","Jeypore","18.8606126","82.5510469","84830","Vynex Indian Cities Geodata"
"Odisha","Sundargarh","Rourkela","22.260423","84.8535844","552970","Vynex Indian Cities Geodata"
"Puducherry","Puducherry","Ozhukarai","11.94888","79.712141","300104","Vynex Indian Cities Geodata"
"Puducherry","Puducherry","Puducherry","11.9138598","79.8144722","654392","Vynex Indian Cities Geodata"
"Punjab","Fazilka","Abohar","30.1452928","74.1993043","145238","Vynex Indian Cities Geodata"
"Punjab","Muktsar","Muktasar","30.476681","74.511289","117085","Vynex Indian Cities Geodata"
"Rajasthan","Banswara","Banswara","23.5461394","74.4349761","100128","Vynex Indian Cities Geodata"
"Rajasthan","Baran","Baran","25.1011438","76.5131637","117992","Vynex Indian Cities Geodata"
"Rajasthan","Beawar","Beawar","26.1007337","74.3190747","151152","Vynex Indian Cities Geodata"
"Rajasthan","Alwar","Bhiwadi","28.2088218","76.8445999","104883","Vynex Indian Cities Geodata"
"Rajasthan","Bundi","Bundi","25.4305144","75.6499025","104457","Vynex Indian Cities Geodata"
"Rajasthan","Chittorgarh","Chittorgarh","24.8887435","74.6269216","154439","Vynex Indian Cities Geodata"
"Rajasthan","Churu","Churu","28.2920484","74.9617924","120157","Vynex Indian Cities Geodata"
"Rajasthan","Dausa","Dausa","26.8931931","76.3375284","85960","Vynex Indian Cities Geodata"
"Rajasthan","Dholpur","Dholpur","26.7025181","77.893391","133075","Vynex Indian Cities Geodata"
"Rajasthan","Sikar","Fatehpur","27.9950204","74.9617924","92595","Vynex Indian Cities Geodata"
"Rajasthan","Sawai Madhopur","Gangapur","26.478446","76.732222","130061","Vynex Indian Cities Geodata"
"Rajasthan","Hanumangarh","Hanumangarh","29.614436","74.2858121","150958","Vynex Indian Cities Geodata"
"Rajasthan","Karauli","Hindaun","26.7454967","77.0330481","109569","Vynex Indian Cities Geodata"
"Rajasthan","Jhunjhunu","Jhunjhunu","28.1288747","75.3995089","100476","Vynex Indian Cities Geodata"
"Rajasthan","Karauli","Karauli","26.488323","77.0161436","82960","Vynex Indian Cities Geodata"
"Rajasthan","Ajmer","Kishangarh","26.5870344","74.856397","154986","Vynex Indian Cities Geodata"
"Rajasthan","Sri Ganganagar","Sri Ganganagar","29.912527","73.875212","249914","Vynex Indian Cities Geodata"
"Sikkim","East Sikkim","Gangtok","27.3389356","88.6065035","98658","Vynex Indian Cities Geodata"
"Tamil Nadu","Vellore","Ambur","12.7903613","78.7166084","162521","Vynex Indian Cities Geodata"
"Tamil Nadu","Cuddalore","Cuddalore","11.744699","79.7680243","173636","Vynex Indian Cities Geodata"
"Tamil Nadu","Dindigul","Dindigul","10.3673123","77.9802906","207327","Vynex Indian Cities Geodata"
"Tamil Nadu","Vellore","Gudiyatham","12.9447361","78.8709019","291558","Vynex Indian Cities Geodata"
"Tamil Nadu","Krishnagiri","Hosur","12.7409127","77.8252923","116821","Vynex Indian Cities Geodata"
"Tamil Nadu","Tirunelveli","Kadayanallur","9.0778543","77.3451861","90364","Vynex Indian Cities Geodata"
"Tamil Nadu","Kanchipuram","Kanchipuram","12.8341735","79.7036402","164265","Vynex Indian Cities Geodata"
"Tamil Nadu","Sivaganga","Karaikudi","10.0731315","78.7801544","106714","Vynex Indian Cities Geodata"
"Tamil Nadu","Namakkal","Komarapalayam","11.4466642","77.6943353","171594","Vynex Indian Cities Geodata"
"Tamil Nadu","Thoothukudi","Kovilpatti","9.1674144","77.8767442","95057","Vynex Indian Cities Geodata"
"Tamil Nadu","Thanjavur","Kumbakonam","10.9616945","79.3881132","140156","Vynex Indian Cities Geodata"
"Tamil Nadu","Cuddalore","Neyveli","11.5432364","79.4760133","105687","Vynex Indian Cities Geodata"
"Tamil Nadu","Nilgiri","Ooty","11.4064138","76.6932438","88430","Vynex Indian Cities Geodata"
"Tamil Nadu","Tiruppur","Tirupur","11.1085242","77.3410656","962982","Vynex Indian Cities Geodata"
"Tamil Nadu","Thoothukkudi","Tuticorin","8.7641661","78.1348361","410760","Vynex Indian Cities Geodata"
"Telangana","Nalgonda","Nalgonda","17.057358","79.268649","135744","Vynex Indian Cities Geodata"
"Uttar Pradesh","Ambedkar Nagar","Akbarpur","26.4407468","82.5537514","111594","Vynex Indian Cities Geodata"
"Uttar Pradesh","Auraiya","Auraiya","26.4625957","79.5097549","99674","Vynex Indian Cities Geodata"
"Uttar Pradesh","Ballia","Ballia","25.7584381","84.1487319","111287","Vynex Indian Cities Geodata"
"Uttar Pradesh","Banda","Banda","25.4796224","80.3380213","160432","Vynex Indian Cities Geodata"
"Uttar Pradesh","Barabanki","Barabanki","26.9400001","81.19","154692","Vynex Indian Cities Geodata"
"Uttar Pradesh","Baghput","Baraut","29.099112","77.256551","102733","Vynex Indian Cities Geodata"
"Uttar Pradesh","Bareilly","Bareilly","28.3670355","79.4304381","979933","Vynex Indian Cities Geodata"
"Uttar Pradesh","Basti","Basti","26.8176796","82.7633133","114651","Vynex Indian Cities Geodata"
"Uttar Pradesh","Sant Ravidas Nagar","Bhadohi","25.38727","82.5680309","94620","Vynex Indian Cities Geodata"
"Uttar Pradesh","Bijnor","Bijnor","29.3724422","78.1358472","115381","Vynex Indian Cities Geodata"
"Uttar Pradesh","Budaun","Budaun","28.0337088","79.1205419","369221","Vynex Indian Cities Geodata"
"Uttar Pradesh","Bulandshahr","Bulandshahr","28.406963","77.8498292","235310","Vynex Indian Cities Geodata"
"Uttar Pradesh","Gautam Buddha Nagar","Dadri","28.5461902","77.55621","91189","Vynex Indian Cities Geodata"
"Uttar Pradesh","Saharanpur","Deoband","29.6910213","77.6822442","97037","Vynex Indian Cities Geodata"
"Uttar Pradesh","Deoria","Deoria","26.505358","83.784454","129570","Vynex Indian Cities Geodata"
"Uttar Pradesh","Etah","Etah","27.5587505","78.662567","131023","Vynex Indian Cities Geodata"
"Uttar Pradesh","Faizabad","Faizabad","26.7732476","82.1441643","642381","Vynex Indian Cities Geodata"
"Uttar Pradesh","Farrukhabad","Farrukhabad","27.3826126","79.5940544","318540","Vynex Indian Cities Geodata"
"Uttar Pradesh","Fatehpur","Fatehpur","25.9200736","80.8099941","193801","Vynex Indian Cities Geodata"
"Uttar Pradesh","Ghaziabad","Ghaziabad","28.6691565","77.4537578","2358525","Vynex Indian Cities Geodata"
"Uttar Pradesh","Ghazipur","Ghazipur","25.5840419","83.5770202","121136","Vynex Indian Cities Geodata"
"Uttar Pradesh","Gonda","Gonda","27.1339913","81.9618968","138929","Vynex Indian Cities Geodata"
"Uttar Pradesh","Gorakhpur","Gorakhpur","26.7605545","83.3731675","692519","Vynex Indian Cities Geodata"
"Uttar Pradesh","Gautam Budh Nagar","Greater Noida","28.4743879","77.5039904","107676","Vynex Indian Cities Geodata"
"Uttar Pradesh","Hathras","Hathras","27.6056212","78.0537813","161289","Vynex Indian Cities Geodata"
"Uttar Pradesh","Jaunpur","Jaunpur","25.7490034","82.6987002","168128","Vynex Indian Cities Geodata"
"Uttar Pradesh","Kasganj","Kasganj","27.8129344","78.649785","101241","Vynex Indian Cities Geodata"
"Uttar Pradesh","Muzaffarnagar","Khatauli","29.2758596","77.7309012","97427","Vynex Indian Cities Geodata"
"Uttar Pradesh","Bulandshahr","Khurja","28.2513538","77.8538797","142636","Vynex Indian Cities Geodata"
"Uttar Pradesh","Mahoba","Mahoba","25.2920964","79.8724168","95216","Vynex Indian Cities Geodata"
"Uttar Pradesh","Mainpuri","Mainpuri","27.2284986","79.0249516","133078","Vynex Indian Cities Geodata"
"Uttar Pradesh","Mau","Mau","25.9496379","83.5586445","279060","Vynex Indian Cities Geodata"
"Uttar Pradesh","Azamgarh","Mubarakpur","26.0809431","83.2987576","109539","Vynex Indian Cities Geodata"
"Uttar Pradesh","Chandauli","Mughalsarai","25.2814947","83.1198203","154692","Vynex Indian Cities Geodata"
"Uttar Pradesh","Ghaziabad","Muradnagar","28.7703752","77.4988753","95208","Vynex Indian Cities Geodata"
"Uttar Pradesh","Muzaffarnagar","Muzaffarnagar","29.4726817","77.7085091","494792","Vynex Indian Cities Geodata"
"Uttar Pradesh","Pratapgarh","Pratapgarh","25.8973038","81.9452981","90334","Vynex Indian Cities Geodata"
